Serial Number;205145
Device Identity;205145-10mH2O
Exported from File;C:\Users\vaw\Documents\KELLER\LOGGER_5\data\205145-10mH2O_26_08_2021-08_30_00.DX5
Record Start Time;26/08/2021 08:30:00

;;;;CH1;CH4;CH11
;;;;Pressure1;Temperature TOB1;Conductivity Raw
;;;;mbar;°C;mS/cm
No;;Date;Time;P1;TOB1;ConRaw
113;;26/08/2021;08:31:52;772,461;13,79;0,00000;
114;;26/08/2021;08:31:53;772,461;13,79;0,00000;
115;;26/08/2021;08:31:54;772,461;13,79;0,00000;
116;;26/08/2021;08:31:55;772,476;13,79;0,00000;
117;;26/08/2021;08:31:56;772,400;13,79;0,00000;
118;;26/08/2021;08:31:57;772,461;13,79;0,00000;
119;;26/08/2021;08:31:58;772,461;13,79;0,00000;
120;;26/08/2021;08:31:59;772,430;13,79;0,00000;
121;;26/08/2021;08:32:00;772,461;13,80;0,00000;
122;;26/08/2021;08:32:01;772,461;13,79;0,00000;
123;;26/08/2021;08:32:02;772,385;13,79;0,00000;
124;;26/08/2021;08:32:03;772,385;13,79;0,00000;
125;;26/08/2021;08:32:04;772,537;13,80;0,00000;
126;;26/08/2021;08:32:05;772,430;13,79;0,00000;
127;;26/08/2021;08:32:06;772,354;13,79;0,00000;
128;;26/08/2021;08:32:07;772,476;13,80;0,00000;
129;;26/08/2021;08:32:08;772,476;13,79;0,00000;
130;;26/08/2021;08:32:09;772,400;13,77;0,00000;
131;;26/08/2021;08:32:10;772,507;13,79;0,00000;
132;;26/08/2021;08:32:11;772,476;13,79;0,00000;
133;;26/08/2021;08:32:12;772,430;13,79;0,00000;
134;;26/08/2021;08:32:13;772,461;13,79;0,00000;
135;;26/08/2021;08:32:14;772,537;13,79;0,00000;
136;;26/08/2021;08:32:15;772,461;13,79;0,00000;
137;;26/08/2021;08:32:16;772,400;13,79;0,00000;
138;;26/08/2021;08:32:17;772,476;13,79;0,00000;
139;;26/08/2021;08:32:18;772,507;13,77;0,00000;
140;;26/08/2021;08:32:19;772,400;13,77;0,00000;
141;;26/08/2021;08:32:20;772,430;13,77;0,00000;
142;;26/08/2021;08:32:21;772,461;13,79;0,00000;
143;;26/08/2021;08:32:22;772,461;13,77;0,00000;
144;;26/08/2021;08:32:23;772,415;13,77;0,00000;
145;;26/08/2021;08:32:24;772,415;13,77;0,00000;
146;;26/08/2021;08:32:25;772,537;13,79;0,00000;
147;;26/08/2021;08:32:26;772,400;13,77;0,00000;
148;;26/08/2021;08:32:27;772,430;13,77;0,00000;
149;;26/08/2021;08:32:28;772,430;13,77;0,00000;
150;;26/08/2021;08:32:29;772,430;13,77;0,00000;
151;;26/08/2021;08:32:30;772,385;13,77;0,00000;
152;;26/08/2021;08:32:31;772,339;13,77;0,00000;
153;;26/08/2021;08:32:32;772,461;13,79;0,00000;
154;;26/08/2021;08:32:33;772,354;13,77;0,00000;
155;;26/08/2021;08:32:34;772,354;13,77;0,00000;
156;;26/08/2021;08:32:35;772,385;13,77;0,00000;
157;;26/08/2021;08:32:36;772,430;13,77;0,00000;
158;;26/08/2021;08:32:37;772,507;13,77;0,00000;
159;;26/08/2021;08:32:38;772,415;13,77;0,00000;
160;;26/08/2021;08:32:39;772,339;13,77;0,00000;
161;;26/08/2021;08:32:40;772,278;13,77;0,00000;
162;;26/08/2021;08:32:41;772,263;13,77;0,00000;
163;;26/08/2021;08:32:42;772,339;13,77;0,00000;
164;;26/08/2021;08:32:43;772,339;13,77;0,00000;
165;;26/08/2021;08:32:44;772,201;13,77;0,00000;
166;;26/08/2021;08:32:45;772,232;13,77;0,00000;
167;;26/08/2021;08:32:46;772,125;13,77;0,00000;
168;;26/08/2021;08:32:47;772,110;13,77;0,00000;
169;;26/08/2021;08:32:48;772,354;13,77;0,00000;
170;;26/08/2021;08:32:49;772,125;13,77;0,00000;
171;;26/08/2021;08:32:50;772,003;13,77;0,00000;
172;;26/08/2021;08:32:51;772,034;13,75;0,00000;
173;;26/08/2021;08:32:52;772,003;13,77;0,00000;
174;;26/08/2021;08:32:53;772,003;13,77;0,00000;
175;;26/08/2021;08:32:54;772,003;13,75;0,00000;
176;;26/08/2021;08:32:55;772,034;13,75;0,00000;
177;;26/08/2021;08:32:56;771,927;13,77;0,00000;
178;;26/08/2021;08:32:57;771,957;13,77;0,00000;
179;;26/08/2021;08:32:58;771,927;13,77;0,00000;
180;;26/08/2021;08:32:59;771,805;13,77;0,00000;
181;;26/08/2021;08:33:00;771,912;13,75;0,00000;
182;;26/08/2021;08:33:01;771,957;13,75;0,00000;
183;;26/08/2021;08:33:02;771,835;13,77;0,00000;
184;;26/08/2021;08:33:03;771,912;13,75;0,00000;
185;;26/08/2021;08:33:04;771,835;13,75;0,00000;
186;;26/08/2021;08:33:05;771,912;13,75;0,00000;
187;;26/08/2021;08:33:06;771,912;13,75;0,00000;
188;;26/08/2021;08:33:07;771,881;13,75;0,00000;
189;;26/08/2021;08:33:08;771,851;13,75;0,00000;
190;;26/08/2021;08:33:09;771,881;13,75;0,00000;
191;;26/08/2021;08:33:10;771,851;13,75;0,00000;
192;;26/08/2021;08:33:11;771,851;13,75;0,00000;
193;;26/08/2021;08:33:12;771,881;13,75;0,00000;
194;;26/08/2021;08:33:13;771,835;13,75;0,00000;
195;;26/08/2021;08:33:14;771,851;13,75;0,00000;
196;;26/08/2021;08:33:15;771,805;13,75;0,00000;
197;;26/08/2021;08:33:16;771,881;13,73;0,00000;
198;;26/08/2021;08:33:17;771,881;13,73;0,00000;
199;;26/08/2021;08:33:18;771,881;13,75;0,00000;
200;;26/08/2021;08:33:19;771,912;13,73;0,00000;
201;;26/08/2021;08:33:20;771,805;13,75;0,00000;
202;;26/08/2021;08:33:21;771,851;13,73;0,00000;
203;;26/08/2021;08:33:22;771,957;13,75;0,00000;
204;;26/08/2021;08:33:23;771,835;13,73;0,00000;
205;;26/08/2021;08:33:24;771,835;13,73;0,00000;
206;;26/08/2021;08:33:25;771,805;13,73;0,00000;
207;;26/08/2021;08:33:26;771,851;13,73;0,00000;
208;;26/08/2021;08:33:27;771,851;13,73;0,00000;
209;;26/08/2021;08:33:28;771,805;13,73;0,00000;
210;;26/08/2021;08:33:29;771,774;13,73;0,00000;
211;;26/08/2021;08:33:30;771,851;13,71;0,00000;
212;;26/08/2021;08:33:31;771,835;13,73;0,00000;
213;;26/08/2021;08:33:32;771,912;13,73;0,00000;
214;;26/08/2021;08:33:33;771,774;13,73;0,00000;
215;;26/08/2021;08:33:34;771,881;13,73;0,00000;
216;;26/08/2021;08:33:35;771,805;13,73;0,00000;
217;;26/08/2021;08:33:36;771,835;13,73;0,00000;
218;;26/08/2021;08:33:37;771,805;13,73;0,00000;
219;;26/08/2021;08:33:38;771,835;13,73;0,00000;
220;;26/08/2021;08:33:39;771,805;13,71;0,00000;
221;;26/08/2021;08:33:40;771,805;13,73;0,00000;
222;;26/08/2021;08:33:41;771,881;13,71;0,00000;
223;;26/08/2021;08:33:42;771,835;13,73;0,00000;
224;;26/08/2021;08:33:43;771,835;13,73;0,00000;
225;;26/08/2021;08:33:44;771,851;13,71;0,00000;
226;;26/08/2021;08:33:45;771,835;13,71;0,00000;
227;;26/08/2021;08:33:46;771,835;13,71;0,00000;
228;;26/08/2021;08:33:47;771,805;13,71;0,00000;
229;;26/08/2021;08:33:48;771,835;13,71;0,00000;
230;;26/08/2021;08:33:49;771,851;13,71;0,00000;
231;;26/08/2021;08:33:50;771,805;13,71;0,00000;
232;;26/08/2021;08:33:51;771,835;13,71;0,00000;
233;;26/08/2021;08:33:52;771,805;13,71;0,00000;
234;;26/08/2021;08:33:53;771,835;13,71;0,00000;
235;;26/08/2021;08:33:54;771,805;13,71;0,00000;
236;;26/08/2021;08:33:55;771,805;13,71;0,00000;
237;;26/08/2021;08:33:56;771,774;13,71;0,00000;
238;;26/08/2021;08:33:57;771,835;13,71;0,00000;
239;;26/08/2021;08:33:58;771,805;13,71;0,00000;
240;;26/08/2021;08:33:59;771,805;13,71;0,00000;
241;;26/08/2021;08:34:00;771,835;13,70;0,00000;
242;;26/08/2021;08:34:01;771,805;13,70;0,00000;
243;;26/08/2021;08:34:02;771,866;13,70;0,00000;
244;;26/08/2021;08:34:03;771,790;13,70;0,00000;
245;;26/08/2021;08:34:04;771,881;13,70;0,00000;
246;;26/08/2021;08:34:05;771,759;13,71;0,00000;
247;;26/08/2021;08:34:06;771,912;13,70;0,00000;
248;;26/08/2021;08:34:07;771,805;13,70;0,00000;
249;;26/08/2021;08:34:08;771,774;13,70;0,00000;
250;;26/08/2021;08:34:09;771,759;13,70;0,00000;
251;;26/08/2021;08:34:10;771,805;13,70;0,00000;
252;;26/08/2021;08:34:11;771,866;13,70;0,00000;
253;;26/08/2021;08:34:12;771,805;13,68;0,00000;
254;;26/08/2021;08:34:13;771,835;13,70;0,00000;
255;;26/08/2021;08:34:14;771,790;13,70;0,00000;
256;;26/08/2021;08:34:15;771,729;13,70;0,00000;
257;;26/08/2021;08:34:16;771,866;13,70;0,00000;
258;;26/08/2021;08:34:17;771,759;13,70;0,00000;
259;;26/08/2021;08:34:18;771,759;13,70;0,00000;
260;;26/08/2021;08:34:19;771,805;13,70;0,00000;
261;;26/08/2021;08:34:20;771,759;13,70;0,00000;
262;;26/08/2021;08:34:21;771,805;13,70;0,00000;
263;;26/08/2021;08:34:22;771,805;13,68;0,00000;
264;;26/08/2021;08:34:23;771,805;13,70;0,00000;
265;;26/08/2021;08:34:24;771,790;13,70;0,00000;
266;;26/08/2021;08:34:25;771,759;13,70;0,00000;
267;;26/08/2021;08:34:26;771,805;13,70;0,00000;
268;;26/08/2021;08:34:27;771,759;13,68;0,00000;
269;;26/08/2021;08:34:28;771,790;13,68;0,00000;
270;;26/08/2021;08:34:29;771,805;13,68;0,00000;
271;;26/08/2021;08:34:30;771,805;13,68;0,00000;
272;;26/08/2021;08:34:31;771,805;13,68;0,00000;
273;;26/08/2021;08:34:32;771,759;13,68;0,00000;
274;;26/08/2021;08:34:33;771,866;13,68;0,00000;
275;;26/08/2021;08:34:34;771,790;13,68;0,00000;
276;;26/08/2021;08:34:35;771,759;13,68;0,00000;
277;;26/08/2021;08:34:36;771,866;13,68;0,00000;
278;;26/08/2021;08:34:37;771,759;13,68;0,00000;
279;;26/08/2021;08:34:38;771,759;13,68;0,00000;
280;;26/08/2021;08:34:39;771,881;13,66;0,00000;
281;;26/08/2021;08:34:40;771,759;13,66;0,00000;
282;;26/08/2021;08:34:41;771,790;13,68;0,00000;
283;;26/08/2021;08:34:42;771,835;13,68;0,00000;
284;;26/08/2021;08:34:43;771,759;13,68;0,00000;
285;;26/08/2021;08:34:44;771,790;13,68;0,00000;
286;;26/08/2021;08:34:45;771,805;13,68;0,00000;
287;;26/08/2021;08:34:46;771,805;13,68;0,00000;
288;;26/08/2021;08:34:47;771,790;13,66;0,00000;
289;;26/08/2021;08:34:48;771,805;13,66;0,00000;
290;;26/08/2021;08:34:49;771,729;13,66;0,00000;
291;;26/08/2021;08:34:50;771,759;13,66;0,00000;
292;;26/08/2021;08:34:51;771,942;13,66;0,00000;
293;;26/08/2021;08:34:52;771,866;13,66;0,00000;
294;;26/08/2021;08:34:53;771,790;13,66;0,00000;
295;;26/08/2021;08:34:54;771,805;13,66;0,00000;
296;;26/08/2021;08:34:55;771,835;13,68;0,00000;
297;;26/08/2021;08:34:56;771,790;13,66;0,00000;
298;;26/08/2021;08:34:57;771,759;13,66;0,00000;
299;;26/08/2021;08:34:58;771,835;13,66;0,00000;
300;;26/08/2021;08:34:59;771,805;13,66;0,00000;
301;;26/08/2021;08:35:00;771,866;13,66;0,00000;
302;;26/08/2021;08:35:01;771,790;13,66;0,00000;
303;;26/08/2021;08:35:02;771,942;13,66;0,00000;
304;;26/08/2021;08:35:03;771,866;13,66;0,00000;
305;;26/08/2021;08:35:04;771,866;13,66;0,00000;
306;;26/08/2021;08:35:05;771,805;13,66;0,00000;
307;;26/08/2021;08:35:06;771,866;13,66;0,00000;
308;;26/08/2021;08:35:07;771,866;13,66;0,00000;
309;;26/08/2021;08:35:08;771,835;13,66;0,00000;
310;;26/08/2021;08:35:09;771,988;13,66;0,00000;
311;;26/08/2021;08:35:10;771,866;13,66;0,00000;
312;;26/08/2021;08:35:11;771,957;13,64;0,00000;
313;;26/08/2021;08:35:12;771,881;13,66;0,00000;
314;;26/08/2021;08:35:13;771,835;13,64;0,00000;
315;;26/08/2021;08:35:14;771,866;13,66;0,00000;
316;;26/08/2021;08:35:15;771,805;13,66;0,00000;
317;;26/08/2021;08:35:16;771,957;13,66;0,00000;
318;;26/08/2021;08:35:17;771,912;13,64;0,00000;
319;;26/08/2021;08:35:18;771,866;13,64;0,00000;
320;;26/08/2021;08:35:19;771,988;13,64;0,00000;
321;;26/08/2021;08:35:20;771,820;13,64;0,00000;
322;;26/08/2021;08:35:21;772,095;13,66;0,00000;
323;;26/08/2021;08:35:22;771,973;13,64;0,00000;
324;;26/08/2021;08:35:23;771,973;13,64;0,00000;
325;;26/08/2021;08:35:24;772,064;13,64;0,00000;
326;;26/08/2021;08:35:25;771,973;13,64;0,00000;
327;;26/08/2021;08:35:26;771,973;13,64;0,00000;
328;;26/08/2021;08:35:27;771,973;13,64;0,00000;
329;;26/08/2021;08:35:28;772,018;13,64;0,00000;
330;;26/08/2021;08:35:29;771,973;13,64;0,00000;
331;;26/08/2021;08:35:30;772,049;13,64;0,00000;
332;;26/08/2021;08:35:31;771,942;13,64;0,00000;
333;;26/08/2021;08:35:32;771,988;13,64;0,00000;
334;;26/08/2021;08:35:33;771,973;13,64;0,00000;
335;;26/08/2021;08:35:34;771,988;13,64;0,00000;
336;;26/08/2021;08:35:35;772,125;13,62;0,00000;
337;;26/08/2021;08:35:36;771,912;13,64;0,00000;
338;;26/08/2021;08:35:37;772,064;13,64;0,00000;
339;;26/08/2021;08:35:38;771,988;13,62;0,00000;
340;;26/08/2021;08:35:39;772,018;13,62;0,00000;
341;;26/08/2021;08:35:40;772,171;13,62;0,00000;
342;;26/08/2021;08:35:41;772,018;13,64;0,00000;
343;;26/08/2021;08:35:42;772,141;13,62;0,00000;
344;;26/08/2021;08:35:43;772,064;13,62;0,00000;
345;;26/08/2021;08:35:44;772,201;13,64;0,00000;
346;;26/08/2021;08:35:45;771,988;13,62;0,00000;
347;;26/08/2021;08:35:46;772,064;13,62;0,00000;
348;;26/08/2021;08:35:47;772,064;13,62;0,00000;
349;;26/08/2021;08:35:48;772,049;13,62;0,00000;
350;;26/08/2021;08:35:49;772,125;13,62;0,00000;
351;;26/08/2021;08:35:50;772,171;13,62;0,00000;
352;;26/08/2021;08:35:51;772,049;13,62;0,00000;
353;;26/08/2021;08:35:52;771,988;13,62;0,00000;
354;;26/08/2021;08:35:53;772,095;13,62;0,00000;
355;;26/08/2021;08:35:54;772,125;13,62;0,00000;
356;;26/08/2021;08:35:55;772,201;13,62;0,00000;
357;;26/08/2021;08:35:56;772,018;13,62;0,00000;
358;;26/08/2021;08:35:57;772,049;13,61;0,00000;
359;;26/08/2021;08:35:58;772,125;13,62;0,00000;
360;;26/08/2021;08:35:59;772,201;13,62;0,00000;
361;;26/08/2021;08:36:00;772,201;13,62;0,00000;
362;;26/08/2021;08:36:01;772,293;13,62;0,00000;
363;;26/08/2021;08:36:02;772,201;13,61;0,00000;
364;;26/08/2021;08:36:03;772,064;13,61;0,00000;
365;;26/08/2021;08:36:04;772,125;13,62;0,00000;
366;;26/08/2021;08:36:05;772,064;13,62;0,00000;
367;;26/08/2021;08:36:06;772,171;13,61;0,00000;
368;;26/08/2021;08:36:07;772,247;13,61;0,00000;
369;;26/08/2021;08:36:08;772,171;13,62;0,00000;
370;;26/08/2021;08:36:09;772,278;13,61;0,00000;
371;;26/08/2021;08:36:10;772,201;13,59;0,00000;
372;;26/08/2021;08:36:11;772,400;13,61;0,00000;
373;;26/08/2021;08:36:12;772,324;13,61;0,00000;
374;;26/08/2021;08:36:13;772,247;13,61;0,00000;
375;;26/08/2021;08:36:14;772,217;13,61;0,00000;
376;;26/08/2021;08:36:15;772,201;13,61;0,00000;
377;;26/08/2021;08:36:16;772,430;13,62;0,00000;
378;;26/08/2021;08:36:17;772,430;13,61;0,00000;
379;;26/08/2021;08:36:18;772,659;13,61;0,00000;
380;;26/08/2021;08:36:19;772,430;13,61;0,00000;
381;;26/08/2021;08:36:20;772,675;13,61;0,00000;
382;;26/08/2021;08:36:21;772,354;13,59;0,00000;
383;;26/08/2021;08:36:22;772,598;13,61;0,00000;
384;;26/08/2021;08:36:23;772,598;13,61;0,00000;
385;;26/08/2021;08:36:24;772,430;13,61;0,00000;
386;;26/08/2021;08:36:25;772,629;13,59;0,00000;
387;;26/08/2021;08:36:26;772,552;13,59;0,00000;
388;;26/08/2021;08:36:27;772,675;13,61;0,00000;
389;;26/08/2021;08:36:28;772,675;13,59;0,00000;
390;;26/08/2021;08:36:29;772,507;13,59;0,00000;
391;;26/08/2021;08:36:30;772,522;13,61;0,00000;
392;;26/08/2021;08:36:31;772,598;13,59;0,00000;
393;;26/08/2021;08:36:32;772,705;13,59;0,00000;
394;;26/08/2021;08:36:33;772,720;13,59;0,00000;
395;;26/08/2021;08:36:34;772,629;13,59;0,00000;
396;;26/08/2021;08:36:35;772,705;13,61;0,00000;
397;;26/08/2021;08:36:36;772,797;13,59;0,00000;
398;;26/08/2021;08:36:37;772,751;13,59;0,00000;
399;;26/08/2021;08:36:38;772,751;13,59;0,00000;
400;;26/08/2021;08:36:39;772,934;13,59;0,00000;
401;;26/08/2021;08:36:40;772,781;13,59;0,00000;
402;;26/08/2021;08:36:41;772,736;13,57;0,00000;
403;;26/08/2021;08:36:42;772,858;13,59;0,00000;
404;;26/08/2021;08:36:43;772,827;13,59;0,00000;
405;;26/08/2021;08:36:44;772,736;13,57;0,00000;
406;;26/08/2021;08:36:45;772,858;13,59;0,00000;
407;;26/08/2021;08:36:46;772,812;13,57;0,00000;
408;;26/08/2021;08:36:47;772,827;13,57;0,00000;
409;;26/08/2021;08:36:48;772,903;13,57;0,00000;
410;;26/08/2021;08:36:49;773,209;13,57;0,00000;
411;;26/08/2021;08:36:50;772,827;13,57;0,00000;
412;;26/08/2021;08:36:51;772,812;13,57;0,00000;
413;;26/08/2021;08:36:52;772,827;13,57;0,00000;
414;;26/08/2021;08:36:53;772,903;13,57;0,00000;
415;;26/08/2021;08:36:54;773,315;13,57;0,00000;
416;;26/08/2021;08:36:55;773,056;13,57;0,00000;
417;;26/08/2021;08:36:56;772,980;13,57;0,00000;
418;;26/08/2021;08:36:57;773,010;13,57;0,00000;
419;;26/08/2021;08:36:58;773,666;13,57;0,00000;
420;;26/08/2021;08:36:59;772,980;13,57;0,00000;
421;;26/08/2021;08:37:00;773,087;13,55;0,00000;
422;;26/08/2021;08:37:01;773,193;13,57;0,00000;
423;;26/08/2021;08:37:02;773,270;13,55;0,00000;
424;;26/08/2021;08:37:03;773,041;13,55;0,00000;
425;;26/08/2021;08:37:04;773,193;13,55;0,00000;
426;;26/08/2021;08:37:05;773,315;13,55;0,00000;
427;;26/08/2021;08:37:06;773,163;13,57;0,00000;
428;;26/08/2021;08:37:07;773,270;13,55;0,00000;
429;;26/08/2021;08:37:08;773,361;13,55;0,00000;
430;;26/08/2021;08:37:09;773,209;13,55;0,00000;
431;;26/08/2021;08:37:10;773,193;13,55;0,00000;
432;;26/08/2021;08:37:11;773,239;13,55;0,00000;
433;;26/08/2021;08:37:12;773,239;13,53;0,00000;
434;;26/08/2021;08:37:13;773,361;13,55;0,00000;
435;;26/08/2021;08:37:14;773,590;13,55;0,00000;
436;;26/08/2021;08:37:15;773,346;13,55;0,00000;
437;;26/08/2021;08:37:16;773,422;13,55;0,00000;
438;;26/08/2021;08:37:17;773,392;13,55;0,00000;
439;;26/08/2021;08:37:18;773,468;13,53;0,00000;
440;;26/08/2021;08:37:19;773,438;13,55;0,00000;
441;;26/08/2021;08:37:20;773,468;13,55;0,00000;
442;;26/08/2021;08:37:21;773,392;13,55;0,00000;
443;;26/08/2021;08:37:22;773,438;13,55;0,00000;
444;;26/08/2021;08:37:23;773,514;13,53;0,00000;
445;;26/08/2021;08:37:24;773,498;13,53;0,00000;
446;;26/08/2021;08:37:25;773,590;13,53;0,00000;
447;;26/08/2021;08:37:26;773,666;13,53;0,00000;
448;;26/08/2021;08:37:27;773,575;13,53;0,00000;
449;;26/08/2021;08:37:28;773,468;13,53;0,00000;
450;;26/08/2021;08:37:29;773,666;13,53;0,00000;
451;;26/08/2021;08:37:30;773,590;13,53;0,00000;
452;;26/08/2021;08:37:31;773,651;13,53;0,00000;
453;;26/08/2021;08:37:32;773,804;13,55;0,00000;
454;;26/08/2021;08:37:33;773,666;13,53;0,00000;
