No;Datetime [local time]Europe/Berlin;Datetime [UTC];P1 [bar] - 207265-300mH2O;TOB1 [°C] - 207265-300mH2O;Conductivity raw [mS/cm] - 207265-300mH2O
37030;2026-08-19 18:47:09,0;2026-08-19T16:47:08,999Z;0,78970336914;21,21240234375;0,00016047806
37031;2026-08-19 18:47:09,100;2026-08-19T16:47:10,000Z;0,78843688965;21,21240234375;0,00017117709
37032;2026-08-19 18:47:10,100;2026-08-19T16:47:11,000Z;0,78907775879;21,228515625;0,00016047806
37033;2026-08-19 18:47:12,0;2026-08-19T16:47:11,999Z;0,78843688965;21,21240234375;0,00016047806
37034;2026-08-19 18:47:13,0;2026-08-19T16:47:12,999Z;0,78907775879;21,21240234375;0,00016047806
37035;2026-08-19 18:47:13,100;2026-08-19T16:47:14,000Z;0,78907775879;21,21240234375;0,00016047806
37036;2026-08-19 18:47:15,0;2026-08-19T16:47:15,000Z;0,78843688965;21,21240234375;0,00017117709
37037;2026-08-19 18:47:16,0;2026-08-19T16:47:15,999Z;0,78907775879;21,228515625;0,00017117709
37038;2026-08-19 18:47:17,0;2026-08-19T16:47:16,999Z;0,78907775879;21,21240234375;0,00016047806
37039;2026-08-19 18:47:17,100;2026-08-19T16:47:18,000Z;0,78907775879;21,21240234375;0,00016047806
37040;2026-08-19 18:47:19,0;2026-08-19T16:47:19,000Z;0,78843688965;21,21240234375;0,00017117709
37041;2026-08-19 18:47:20,0;2026-08-19T16:47:19,999Z;0,78907775879;21,21240234375;0,00017117709
37042;2026-08-19 18:47:20,100;2026-08-19T16:47:20,999Z;0,78907775879;21,21240234375;0,00017117709
37043;2026-08-19 18:47:21,100;2026-08-19T16:47:22,000Z;0,78907775879;21,21240234375;0,00016047806
37044;2026-08-19 18:47:23,0;2026-08-19T16:47:23,000Z;0,78907775879;21,21240234375;0,00017117709
37045;2026-08-19 18:47:24,0;2026-08-19T16:47:23,999Z;0,78907775879;21,21240234375;0,00016047806
37046;2026-08-19 18:47:24,100;2026-08-19T16:47:24,999Z;0,78907775879;21,21240234375;0,00017117709
37047;2026-08-19 18:47:25,100;2026-08-19T16:47:26,000Z;0,78843688965;21,21240234375;0,00017117709
37048;2026-08-19 18:47:27,0;2026-08-19T16:47:27,000Z;0,78907775879;21,21240234375;0,00016047806
37049;2026-08-19 18:47:28,0;2026-08-19T16:47:27,999Z;0,78907775879;21,21240234375;0,00016047806
37050;2026-08-19 18:47:28,100;2026-08-19T16:47:28,999Z;0,78843688965;21,21240234375;0,00017117709
37051;2026-08-19 18:47:29,100;2026-08-19T16:47:30,000Z;0,78907775879;21,21240234375;0,00017117709
37052;2026-08-19 18:47:31,0;2026-08-19T16:47:30,999Z;0,78907775879;21,21240234375;0,00017117709
37053;2026-08-19 18:47:32,0;2026-08-19T16:47:31,999Z;0,78907775879;21,21240234375;0,00017117709
37054;2026-08-19 18:47:32,100;2026-08-19T16:47:32,999Z;0,78907775879;21,21240234375;0,00017117709
37055;2026-08-19 18:47:33,100;2026-08-19T16:47:34,000Z;0,78970336914;21,21240234375;0,00017117709
37056;2026-08-19 18:47:35,0;2026-08-19T16:47:35,000Z;0,78907775879;21,21240234375;0,00016047806
37057;2026-08-19 18:47:36,0;2026-08-19T16:47:35,999Z;0,78970336914;21,21240234375;0,00016047806
37058;2026-08-19 18:47:36,100;2026-08-19T16:47:37,000Z;0,78970336914;21,21240234375;0,00017117709
37059;2026-08-19 18:47:37,100;2026-08-19T16:47:38,000Z;0,78907775879;21,21240234375;0,00017117709
37060;2026-08-19 18:47:39,0;2026-08-19T16:47:38,999Z;0,78907775879;21,21240234375;0,00016047806
37061;2026-08-19 18:47:40,0;2026-08-19T16:47:39,999Z;0,78843688965;21,21240234375;0,00016047806
37062;2026-08-19 18:47:40,100;2026-08-19T16:47:41,000Z;0,78907775879;21,21240234375;0,00016047806
37063;2026-08-19 18:47:42,0;2026-08-19T16:47:42,000Z;0,7890625;21,1953125;0,00017117709
37064;2026-08-19 18:47:43,0;2026-08-19T16:47:42,999Z;0,7890625;21,21240234375;0,00017117709
37065;2026-08-19 18:47:44,0;2026-08-19T16:47:43,999Z;0,7890625;21,21240234375;0,00017117709
37066;2026-08-19 18:47:44,100;2026-08-19T16:47:45,000Z;0,7890625;21,21240234375;0,00017117709
37067;2026-08-19 18:47:46,0;2026-08-19T16:47:46,000Z;0,7890625;21,1953125;0,00017117709
37068;2026-08-19 18:47:47,0;2026-08-19T16:47:46,999Z;0,78907775879;21,21240234375;0,00017117709
37069;2026-08-19 18:47:47,100;2026-08-19T16:47:47,999Z;0,78907775879;21,21240234375;0,00017117709
37070;2026-08-19 18:47:48,100;2026-08-19T16:47:49,000Z;0,78907775879;21,21240234375;0,00017117709
37071;2026-08-19 18:47:50,0;2026-08-19T16:47:50,000Z;0,78843688965;21,21240234375;0,00017117709
37072;2026-08-19 18:47:51,0;2026-08-19T16:47:50,999Z;0,78907775879;21,1953125;0,00017117709
