Device;Device serial;ID;Date/Time;Value;Unit;Mode;Value2;Unit2;Mode2;Measurement;Calibration;Additional;Sensor;Sensor serial;User
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:50;0.3;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:51;0.2;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:52;0.2;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:53;0.0;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:54;0.1;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:55;0.1;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:56;0.3;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:57;0.3;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:58;0.4;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:12:59;0.4;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:00;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:01;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:02;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:03;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:04;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:05;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:06;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:07;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:08;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:09;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:10;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:11;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:12;0.1;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:13;0.1;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:14;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:15;0.0;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:16;0.3;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:17;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:18;0.4;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:19;0.4;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:20;0.4;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:21;0.1;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:22;0.1;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:23;0.1;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:24;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:25;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:26;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:27;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:28;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:29;0.2;µS/cm;Cond;10.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:30;0.3;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:31;0.0;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:32;0.0;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:33;0.0;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:34;0.1;µS/cm;Cond;10.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:35;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:36;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:37;0.1;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:38;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:39;0.1;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:40;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:41;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:42;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:43;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:44;0.0;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:45;0.2;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:46;0.1;µS/cm;Cond;10.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:47;0.0;µS/cm;Cond;10.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:48;0.3;µS/cm;Cond;10.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:49;0.2;µS/cm;Cond;10.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:50;0.0;µS/cm;Cond;10.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:51;0.0;µS/cm;Cond;10.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:52;0.0;µS/cm;Cond;10.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:53;0.1;µS/cm;Cond;10.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:54;0.4;µS/cm;Cond;10.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:55;0.2;µS/cm;Cond;10.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:56;0.1;µS/cm;Cond;10.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:57;0.4;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:58;0.0;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:13:59;0.1;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:00;0.0;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:01;0.1;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:02;0.2;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:03;0.4;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:04;0.5;µS/cm;Cond;10.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:05;0.2;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:06;0.1;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:07;0.4;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:08;0.3;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:09;0.5;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:10;0.5;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:11;0.6;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:12;0.3;µS/cm;Cond;11.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:13;0.2;µS/cm;Cond;11.1;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:14;0.2;µS/cm;Cond;11.1;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:15;0.1;µS/cm;Cond;11.1;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:16;0.1;µS/cm;Cond;11.2;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:17;0.2;µS/cm;Cond;11.2;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:18;0.3;µS/cm;Cond;11.3;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:19;0.3;µS/cm;Cond;11.3;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:20;0.2;µS/cm;Cond;11.3;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:21;0.2;µS/cm;Cond;11.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:22;0.2;µS/cm;Cond;11.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:23;0.3;µS/cm;Cond;11.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:24;0.3;µS/cm;Cond;11.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:25;0.2;µS/cm;Cond;11.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:26;0.1;µS/cm;Cond;11.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:27;0.1;µS/cm;Cond;11.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:28;0.2;µS/cm;Cond;11.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:29;0.3;µS/cm;Cond;11.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:30;0.5;µS/cm;Cond;11.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:31;0.4;µS/cm;Cond;11.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:32;0.4;µS/cm;Cond;11.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:33;0.4;µS/cm;Cond;11.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:34;0.3;µS/cm;Cond;11.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:35;0.3;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:36;0.4;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:37;0.1;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:38;0.4;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:39;0.3;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:40;0.0;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:41;0.0;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:42;0.0;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:43;0.0;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:44;0.1;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:45;0.2;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:46;0.2;µS/cm;Cond;11.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:47;0.3;µS/cm;Cond;12.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:48;0.4;µS/cm;Cond;12.1;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:49;0.2;µS/cm;Cond;12.1;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:50;0.3;µS/cm;Cond;12.1;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:51;0.4;µS/cm;Cond;12.2;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:52;0.6;µS/cm;Cond;12.2;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:53;0.1;µS/cm;Cond;12.3;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:54;0.0;µS/cm;Cond;12.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:55;0.0;µS/cm;Cond;12.4;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:56;0.0;µS/cm;Cond;12.5;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:57;0.0;µS/cm;Cond;12.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:58;0.0;µS/cm;Cond;12.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:14:59;0.0;µS/cm;Cond;12.6;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:00;0.5;µS/cm;Cond;12.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:01;0.7;µS/cm;Cond;12.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:02;0.7;µS/cm;Cond;12.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:03;0.4;µS/cm;Cond;12.7;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:04;0.0;µS/cm;Cond;12.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:05;0.1;µS/cm;Cond;12.8;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:06;0.2;µS/cm;Cond;12.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:07;0.3;µS/cm;Cond;12.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:08;0.3;µS/cm;Cond;12.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:09;0.4;µS/cm;Cond;12.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:10;0.2;µS/cm;Cond;12.9;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:11;0.1;µS/cm;Cond;13.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
Multi 3620 IDS; 22490970;1;10.05.2093 20:15:12;0.0;µS/cm;Cond;13.0;°C;Temp;;+++;C = 0.466 1/cm   Tref25   nLF;TetraCon 925-P; 16210277;
